사업장명,업종구분대분류,업종구분소분류,도로명전체주소
해돋이,일반음식점,한식,제주특별자치도 서귀포시 서홍로 117 (서홍동)
성산맛집성환이네닭칼국수,일반음식점,한식,제주특별자치도 서귀포시 성산읍 동류암로36번길 6
현이네국밥,일반음식점,한식,제주특별자치도 서귀포시 칠십리로 77 (서귀동)
"나연이네족탕,삼계탕",일반음식점,한식,제주특별자치도 서귀포시 성산읍 신양로 8
청솔가든,일반음식점,한식,제주특별자치도 서귀포시 성산읍 고성오조로 137
황금빅버거예이츠,일반음식점,경양식,제주특별자치도 서귀포시 남원읍 516로 918
엄마손국수,일반음식점,한식,제주특별자치도 서귀포시 하신상로 7 (하효동)
부가네얼큰이성산점,일반음식점,호프/통닭,제주특별자치도 서귀포시 성산읍 고성오조로 87-8
덕성원본점,일반음식점,중국식,제주특별자치도 서귀포시 태평로401번길 4 (서귀동)
또순이,일반음식점,한식,제주특별자치도 서귀포시 동문동로 29 (서귀동)
예촌식당,일반음식점,한식,제주특별자치도 서귀포시 남원읍 신례중앙로 36
옥돔식당,일반음식점,한식,제주특별자치도 서귀포시 대정읍 신영로36번길 62
셰프스키친,일반음식점,뷔페식,제주특별자치도 서귀포시 표선면 일주동로 6347-17
비비큐제주소노캄,일반음식점,한식,제주특별자치도 서귀포시 표선면 일주동로 6347-17
소노캄제주연회장,일반음식점,한식,제주특별자치도 서귀포시 표선면 일주동로 6347-17
모닝해장국,일반음식점,한식,제주특별자치도 서귀포시 동홍남로 77 (동홍동)
순천미향제주산방산본점,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-73
영자네국밥,일반음식점,분식,제주특별자치도 서귀포시 대정읍 영서중로13번길 5
손사부,일반음식점,한식,제주특별자치도 서귀포시 표선면 서성일로 73-10
성산둥지식당,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산등용로 96-3
표선그때그집,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선동서로 254-13
가람돌솥밥,일반음식점,한식,제주특별자치도 서귀포시 중문관광로 332 (대포동)
서귀포옥이네국밥,일반음식점,한식,제주특별자치도 서귀포시 태평로 536 (동홍동)
스마일효인찹쌀꽈배기,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산등용로 84
이레막국수,일반음식점,한식,제주특별자치도 서귀포시 천지로 59 (서귀동)
맛짱분식,일반음식점,분식,제주특별자치도 서귀포시 안덕면 화순로 94
남원호박까페,일반음식점,까페,제주특별자치도 서귀포시 남원읍 태위로679번길 2-1
본죽서귀포점,일반음식점,한식,"제주특별자치도 서귀포시 중앙로 111, 1층 (서홍동)"
나의고향,일반음식점,일식,제주특별자치도 서귀포시 표선면 일주동로 6431
의귀송원,일반음식점,통닭(치킨),제주특별자치도 서귀포시 남원읍 남조로 413-33
하효왕족발보쌈,일반음식점,한식,제주특별자치도 서귀포시 하신상로 30 (하효동)
정이가네동홍점,일반음식점,한식,제주특별자치도 서귀포시 일주동로 8542 (동홍동)
삼겹살파티,일반음식점,한식,제주특별자치도 서귀포시 문부로 4 (동홍동)
꽃뜰,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모중앙로 80
백년퐁낭,일반음식점,한식,제주특별자치도 서귀포시 천지로 29-2 (서귀동)
떠돌이식객 열우니키친,일반음식점,한식,"제주특별자치도 서귀포시 성산읍 신고로22번길 37, 1층"
이디야,일반음식점,한식,제주특별자치도 서귀포시 중앙로71번길 6-2 (서귀동)
홀가분키친,일반음식점,한식,제주특별자치도 서귀포시 안덕면 창천중앙로 53-18
마노르블랑,일반음식점,한식,"제주특별자치도 서귀포시 안덕면 일주서로2100번길 46, 1층"
달잔,일반음식점,한식,제주특별자치도 서귀포시 천지로 21 (서귀동)
더펍,일반음식점,한식,제주특별자치도 서귀포시 동홍서로 83 (동홍동)
또오리,일반음식점,한식,제주특별자치도 서귀포시 동홍북로 8 (동홍동)
돈내코손두부,일반음식점,한식,제주특별자치도 서귀포시 배낭골로21번길 19 (상효동)
마라도바다와짜장,일반음식점,중국식,제주특별자치도 서귀포시 대정읍 마라로 69
일출왕뚝배기,일반음식점,한식,제주특별자치도 서귀포시 성산읍 일출로 247
다육이 풍경,일반음식점,한식,제주특별자치도 서귀포시 하효중앙로98번길 27 (하효동)
정이가네본점,일반음식점,한식,제주특별자치도 서귀포시 신동로27번길 23 (서호동)
서광춘희,일반음식점,한식,제주특별자치도 서귀포시 안덕면 화순서동로 367
의령소바성산점,일반음식점,한식,"제주특별자치도 서귀포시 성산읍 삼달로 120, 1층 102호"
에코키친,일반음식점,경양식,제주특별자치도 서귀포시 남원읍 태위로 536
뒷빌레식당,일반음식점,한식,제주특별자치도 서귀포시 토평로 75 (토평동)
모자심,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산중앙로 40
풍광양꼬치,일반음식점,기타,제주특별자치도 서귀포시 태평로431번길 27 (서귀동)
성산고등어쌈밥,일반음식점,한식,"제주특별자치도 서귀포시 성산읍 섭지코지로25번길 122-5, 1층"
올레마당제주산방산점,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계남로 224
다미진,일반음식점,한식,제주특별자치도 서귀포시 표선면 민속해안로 578-1
송화촌,일반음식점,중국식,제주특별자치도 서귀포시 솜반천로43번길 4 (서홍동)
표선회관,일반음식점,기타,제주특별자치도 서귀포시 표선면 표선중앙로 90
웰빙싱싱회센타,일반음식점,횟집,제주특별자치도 서귀포시 중앙로62번길 13 (서귀동)
최고야보리밥정식,일반음식점,한식,"제주특별자치도 서귀포시 대정읍 신영로36번길 69-3, 1층"
홍가네집밥,일반음식점,한식,제주특별자치도 서귀포시 성산읍 일주동로 4224
마라힐링,일반음식점,한식,"제주특별자치도 서귀포시 대정읍 상모로 285, 1층"
퍼블리코제이제이홀덤펍,일반음식점,기타,"제주특별자치도 서귀포시 신서로48번길 20-9, 2층 (강정동)"
외갓집아구찜,일반음식점,한식,"제주특별자치도 서귀포시 안덕면 병악로 28, 1층"
오크레스토랑,일반음식점,기타,제주특별자치도 서귀포시 김정문화로 15 (강정동)
보우힐,일반음식점,한식,제주특별자치도 서귀포시 대포연대로 50 (대포동)
남매네흑돼지신서귀포점,일반음식점,까페,제주특별자치도 서귀포시 신서로32번길 18 (강정동)
제주콩순옥,일반음식점,한식,제주특별자치도 서귀포시 대정읍 신영로 129-2
돗통,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계북로41번길 189
라메르,일반음식점,뷔페식,제주특별자치도 서귀포시 법환상로2번길 97-17 (법환동)
신나이스,일반음식점,까페,제주특별자치도 서귀포시 성산읍 고성오조로 76
황금손가락서귀포점,일반음식점,일식,"제주특별자치도 서귀포시 중정로91번길 35, 1층 (서귀동)"
화선이네분식야식,일반음식점,분식,제주특별자치도 서귀포시 성산읍 동류암로 44
오션뷰,일반음식점,경양식,제주특별자치도 서귀포시 중문관광로 224 (중문동)
청솔골,일반음식점,한식,제주특별자치도 서귀포시 동홍로 114 (동홍동)
부촌전복칼국수,일반음식점,한식,제주특별자치도 서귀포시 동홍로 371-1 (동홍동)
대도식당남원점,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태위로679번길 7-1
제주신라글램핑&캠핑,일반음식점,한식,제주특별자치도 서귀포시 중문관광로72번길 75 (색달동)
흑돈향,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 태평로 58 (호근동)
카노푸스,일반음식점,경양식,제주특별자치도 서귀포시 명동로 14 (서귀동)
막창먹는놈성산점,일반음식점,한식,제주특별자치도 서귀포시 성산읍 고성오조로 83
삿뽀로우동집동홍점,일반음식점,기타,제주특별자치도 서귀포시 동홍동로26번길 8 (동홍동)
푸라닭대정점,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모항구로6번길 26
언제나크리스마스(Always Christmas),일반음식점,기타,제주특별자치도 서귀포시 표선면 가시로613번길 47
모멘토,일반음식점,한식,"제주특별자치도 서귀포시 태평로439번길 21, 지하1층 (서귀동)"
배떡중문점,일반음식점,한식,제주특별자치도 서귀포시 천제연로 131-8 (중문동)
쇠소깍모꼬지,일반음식점,한식,제주특별자치도 서귀포시 일주동로 8104 (하효동)
흑돈오리,일반음식점,한식,제주특별자치도 서귀포시 이중섭로 5-5 (서귀동)
불란지,일반음식점,경양식,제주특별자치도 서귀포시 대정읍 하모중앙로 46-6
인생민물장어중문점,일반음식점,한식,제주특별자치도 서귀포시 천제연로208번길 3 (중문동)
이령국수,일반음식점,한식,제주특별자치도 서귀포시 대포로 10 (대포동)
문화통닭,일반음식점,통닭(치킨),제주특별자치도 서귀포시 성산읍 고성오조로 81
제주미향중문본점,일반음식점,한식,제주특별자치도 서귀포시 천제연로 99 (색달동)
중문흑돼지천국,일반음식점,한식,"제주특별자치도 서귀포시 이어도로 137, 1층 (대포동)"
메밀가,일반음식점,까페,"제주특별자치도 서귀포시 동홍북로 27-8, B동 101호 (동홍동)"
동홍돈,일반음식점,한식,제주특별자치도 서귀포시 동홍남로 51 (동홍동)
서귀포우생빌딩지점,일반음식점,까페,"제주특별자치도 서귀포시 이중섭로 3, 지하1층 (서귀동)"
행복한 시저네,일반음식점,한식,제주특별자치도 서귀포시 막동산로 5-4 (호근동)
교래흑돼지성산일출봉점,일반음식점,까페,제주특별자치도 서귀포시 성산읍 한도로 23
쇠소깍오메기식당,일반음식점,한식,제주특별자치도 서귀포시 일주동로 8231 (신효동)
원준이네,일반음식점,한식,제주특별자치도 서귀포시 태평로442번길 6 (서귀동)
카페델보스케,일반음식점,한식,제주특별자치도 서귀포시 산록남로 2847-37 (상효동)
신산어랭이,일반음식점,한식,제주특별자치도 서귀포시 성산읍 일주동로 5111
새물국수,일반음식점,기타,제주특별자치도 서귀포시 안덕면 화순해안로 63
국수와의미팅,일반음식점,한식,제주특별자치도 서귀포시 동홍로 13 (서귀동)
볼카노스타트하우스,일반음식점,한식,제주특별자치도 서귀포시 산록남로 1391 (중문동)
이어도에프앤비,일반음식점,한식,제주특별자치도 서귀포시 산록남로 1391 (중문동)
정다운돌솥,일반음식점,한식,제주특별자치도 서귀포시 중앙로117번길 5 (서홍동)
주막,일반음식점,한식,제주특별자치도 서귀포시 동문로 25-1 (서귀동)
국수나무서귀포점,일반음식점,한식,제주특별자치도 서귀포시 동홍남로 54 (동홍동)
애플바,일반음식점,한식,제주특별자치도 서귀포시 대정읍 신영로 103-1
명치원,일반음식점,통닭(치킨),제주특별자치도 서귀포시 남원읍 자배오름로139번길 35-68
돈본날,일반음식점,한식,제주특별자치도 서귀포시 동홍서로 43 (동홍동)
막창먹는놈대정점,일반음식점,한식,제주특별자치도 서귀포시 대정읍 신영로 129-3
착한아구해물찜,일반음식점,한식,제주특별자치도 서귀포시 서문로29번길 6-1 (서귀동)
러브,일반음식점,한식,제주특별자치도 서귀포시 중앙로72번길 12 (서귀동)
모슬포명가숯불화로구이,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 대정읍 상모로289번길 16-7
커피앤녹두,일반음식점,분식,제주특별자치도 서귀포시 하신상로 30 (하효동)
돈아돈아족발보쌈,일반음식점,한식,제주특별자치도 서귀포시 안덕면 화순로 87
서귀포시축협축산물플라자한우전문식당,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 안덕면 중산간서로 1914-3
옥돔집,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태위로 853
온평리포구식당,일반음식점,한식,제주특별자치도 서귀포시 성산읍 환해장성로 498
생방송모슬포점,일반음식점,호프/통닭,제주특별자치도 서귀포시 대정읍 상모로 311
섭지골,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산중앙로 48
팡팡식당,일반음식점,패스트푸드,제주특별자치도 서귀포시 동홍로 46-2 (동홍동)
솔오름아구찜,일반음식점,한식,제주특별자치도 서귀포시 동홍로 167 (동홍동)
녹산원,일반음식점,통닭(치킨),제주특별자치도 서귀포시 516로 187 (토평동)
엄마의손맛,일반음식점,한식,제주특별자치도 서귀포시 태평로371번길 4 (서귀동)
다소니,일반음식점,호프/통닭,"제주특별자치도 서귀포시 중문상로 40, 2층 (중문동)"
블루힐,일반음식점,뷔페식,제주특별자치도 서귀포시 태평로431번길 3 (서귀동)
마농치킨중앙통닭3호점,일반음식점,통닭(치킨),"제주특별자치도 서귀포시 중정로91번길 37, 1층 (서귀동)"
가시아방국수,일반음식점,한식,"제주특별자치도 서귀포시 성산읍 섭지코지로 10, 1층"
오가네전복,일반음식점,한식,제주특별자치도 서귀포시 중산간동로 7738 (토평동)
서귀포의료원장례식장1식당,일반음식점,한식,제주특별자치도 서귀포시 장수로 47 (동홍동)
제주미향해장국,일반음식점,한식,제주특별자치도 서귀포시 대정읍 일주서로 2476
국수마당,일반음식점,분식,제주특별자치도 서귀포시 표선면 표선중앙로 89
쇼린마라탕오리목전문점,일반음식점,한식,"제주특별자치도 서귀포시 중정로91번길 56, 1층 (서귀동)"
부가네얼큰이화순점,일반음식점,한식,제주특별자치도 서귀포시 안덕면 화순로 98
소담정,일반음식점,호프/통닭,제주특별자치도 서귀포시 천지연로 46-1 (서귀동)
하르방밀면,일반음식점,분식,제주특별자치도 서귀포시 대정읍 동일하모로 229
진국옹기설렁탕,일반음식점,한식,제주특별자치도 서귀포시 중앙로79번길 10 (서귀동)
느낌호프,일반음식점,호프/통닭,제주특별자치도 서귀포시 중정로91번길 51-1 (서귀동)
설맥서귀포점,일반음식점,일식,"제주특별자치도 서귀포시 동홍남로 31, 1층 (동홍동)"
레몬올레,일반음식점,까페,제주특별자치도 서귀포시 안덕면 창천중앙로 1
금성,일반음식점,한식,제주특별자치도 서귀포시 대정읍 동일하모로 111-1
푸디스트(주)라타베르나,일반음식점,경양식,제주특별자치도 서귀포시 중문관광로72번길 67 (색달동)
물동산식당,일반음식점,한식,제주특별자치도 서귀포시 남원읍 신례천로 2
스마트골프존,일반음식점,기타,제주특별자치도 서귀포시 신중남로 1 (강정동)
목장원식당바스메,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 표선면 번영로 2524
흑돼지한마당본점,일반음식점,한식,제주특별자치도 서귀포시 표선면 민속해안로 575
돈내코장원식당,일반음식점,한식,제주특별자치도 서귀포시 516로 466 (상효동)
조마루뼈다귀서귀포점,일반음식점,한식,"제주특별자치도 서귀포시 동홍동로 13, 1층 (동홍동)"
황궁쟁반짜장,일반음식점,중국식,제주특별자치도 서귀포시 태평로 520 (동홍동)
고명선순대국,일반음식점,한식,제주특별자치도 서귀포시 일주동로 8583 (동홍동)
땡큐베리,일반음식점,까페,"제주특별자치도 서귀포시 칠십리로 97 (서귀동,1-2층)"
행복한포차,일반음식점,까페,제주특별자치도 서귀포시 중문상로 39 (중문동)
민들레칼국수,일반음식점,호프/통닭,제주특별자치도 서귀포시 대정읍 영서중로 6
볼카노에메랄드,일반음식점,호프/통닭,제주특별자치도 서귀포시 산록남로 1391 (중문동)
볼카노아쿠아마린,일반음식점,호프/통닭,제주특별자치도 서귀포시 산록남로 1391 (중문동)
볼카노더오션뷰,일반음식점,한식,제주특별자치도 서귀포시 산록남로 1391 (중문동)
우성식당,일반음식점,한식,제주특별자치도 서귀포시 색달중앙로 77 (색달동)
추천해꼬막짬뽕중문점,일반음식점,호프/통닭,제주특별자치도 서귀포시 천제연로 238-1 (중문동)
방긋(도꼭지),일반음식점,분식,"제주특별자치도 서귀포시 대정읍 하모항구로6번길 32, 1층"
일출봉거북식당,일반음식점,한식,제주특별자치도 서귀포시 성산읍 일출로 270
충남식당,일반음식점,한식,제주특별자치도 서귀포시 솔동산로 26 (서귀동)
산내들식당,일반음식점,한식,제주특별자치도 서귀포시 대포로 167 (대포동)
투다리표선점,일반음식점,호프/통닭,제주특별자치도 서귀포시 표선면 표선동서로 228
왕손가든,일반음식점,한식,제주특별자치도 서귀포시 대정읍 상모대서로66번길 19
최고의밥상,일반음식점,한식,"제주특별자치도 서귀포시 성산읍 일주동로 5101, 1층"
쇠소깍가든,일반음식점,한식,제주특별자치도 서귀포시 남원읍 하례로166번길 1
엔파제주호텔식당,일반음식점,한식,제주특별자치도 서귀포시 성산읍 서성일로 726-11
우선식당,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산중앙로 14
땡겨김밥,일반음식점,분식,제주특별자치도 서귀포시 효돈로 201 (하효동)
구포집,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선중앙로 34
은혜네맛집,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태위로 132
서귀포목마,일반음식점,한식,제주특별자치도 서귀포시 서문로29번길 30 (서귀동)
외로워도술퍼도,일반음식점,일식,제주특별자치도 서귀포시 중앙로72번길 18 (서귀동)
머체왓식당,일반음식점,한식,제주특별자치도 서귀포시 남원읍 서성로 755
비에이치씨제주모슬포점,일반음식점,한식,제주특별자치도 서귀포시 대정읍 최남단해안로 1
기봉가든,일반음식점,한식,제주특별자치도 서귀포시 대정읍 향교로75번길 64
상하이,일반음식점,중국식,제주특별자치도 서귀포시 동홍남로 22 (동홍동)
정직한통닭남원점,일반음식점,통닭(치킨),제주특별자치도 서귀포시 남원읍 태위로 683
보말과풍경,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모중앙로 17
곶자왈화덕피자,일반음식점,패스트푸드,제주특별자치도 서귀포시 대정읍 상모로 175
또와국밥,일반음식점,한식,제주특별자치도 서귀포시 남원읍 남조로 26
옛날통닭성산점,일반음식점,호프/통닭,제주특별자치도 서귀포시 성산읍 고성동서로56번길 12-1
오후새우시,일반음식점,분식,제주특별자치도 서귀포시 천제연로 184 (중문동)
동홍동제이제이하우스,일반음식점,까페,제주특별자치도 서귀포시 문부로 13 (동홍동)
엄마손맛,일반음식점,한식,제주특별자치도 서귀포시 성산읍 서성일로 637
섭지향 요리하는강태공,일반음식점,기타,"제주특별자치도 서귀포시 표선면 표선동서로 195, 1층"
숨비나리,일반음식점,한식,제주특별자치도 서귀포시 안덕면 중산간서로1615번길 8
숨비나리카페,일반음식점,까페,제주특별자치도 서귀포시 안덕면 중산간서로1615번길 8
화끈한갈매기,일반음식점,한식,제주특별자치도 서귀포시 중앙로150번길 4-1 (동홍동)
미나리,일반음식점,한식,제주특별자치도 서귀포시 중앙로59번길 11 (서귀동)
토스카나호텔팔리오(Palio),일반음식점,까페,제주특별자치도 서귀포시 용흥로66번길 158-7 (강정동)
토스카나호텔까보스코(Ca'bosco),일반음식점,뷔페식,제주특별자치도 서귀포시 용흥로66번길 158-7 (강정동)
썬라이즈135,일반음식점,경양식,제주특별자치도 서귀포시 성산읍 시흥상동로 135
초이,일반음식점,중국식,"제주특별자치도 서귀포시 안덕면 덕수서로 7, 1층"
몽마르카부덴,일반음식점,한식,"제주특별자치도 서귀포시 안덕면 사계남로216번길 24-68, 1층"
성산리140,일반음식점,경양식,"제주특별자치도 서귀포시 성산읍 일출로 258-11, 2층"
페리카나모슬포점,일반음식점,호프/통닭,"제주특별자치도 서귀포시 대정읍 상모대서로 25, 1층"
통족서홍점,일반음식점,한식,"제주특별자치도 서귀포시 중앙로 199, 1층 14호 (서홍동, 서강파인힐5차)"
우뭇개일번지,일반음식점,한식,제주특별자치도 서귀포시 성산읍 일출로 288
아뮤즈뱅(AMUSE VIN),일반음식점,호프/통닭,"제주특별자치도 서귀포시 중앙로 199, 1층 4호 (서홍동)"
투다리동홍점,일반음식점,호프/통닭,제주특별자치도 서귀포시 동홍남로 52 (동홍동)
고집돌우럭 중문점,일반음식점,한식,"제주특별자치도 서귀포시 일주서로 879, 2층 (색달동)"
해일리,일반음식점,한식,"제주특별자치도 서귀포시 성산읍 한도로 269-37, 1,2층"
노군꼬치서귀포동홍점,일반음식점,기타,제주특별자치도 서귀포시 동홍남로 54 (동홍동)
달달한구,일반음식점,까페,제주특별자치도 서귀포시 솔동산로10번길 23 (서귀동)
태성흑돈,일반음식점,식육(숯불구이),"제주특별자치도 서귀포시 칠십리로 47, 1층 (서귀동)"
다올키친,일반음식점,한식,제주특별자치도 서귀포시 대정읍 글로벌에듀로145번길 40
남원수제돈까스,일반음식점,기타,제주특별자치도 서귀포시 남원읍 남한로 10-1
병천한가네순대국밥,일반음식점,한식,제주특별자치도 서귀포시 중산간동로 8359 (서호동)
빛나네,일반음식점,한식,제주특별자치도 서귀포시 강정통물로 101 (강정동)
블루문,일반음식점,까페,"제주특별자치도 서귀포시 중앙로 72, 지하1층 (서귀동)"
오나가(ONAGA),일반음식점,한식,제주특별자치도 서귀포시 안덕면 중산간서로 2072
짜장클럽,일반음식점,중국식,제주특별자치도 서귀포시 성산읍 일출로 276
해월향,일반음식점,한식,제주특별자치도 서귀포시 성산읍 고성오조로 33
대성목장,일반음식점,한식,제주특별자치도 서귀포시 천제연로 264-1 (중문동)
공새미59,일반음식점,한식,제주특별자치도 서귀포시 남원읍 공천포로 59-1
돌아온천지연본점,일반음식점,한식,"제주특별자치도 서귀포시 태평로371번길 21, 2층 (서귀동)"
동백돼지불백,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태위로 154
보람식당,일반음식점,한식,제주특별자치도 서귀포시 성산읍 일주동로 4697
황토기와집,일반음식점,한식,제주특별자치도 서귀포시 일주서로 1102 (상예동)
모메든식당,일반음식점,한식,제주특별자치도 서귀포시 일주서로 508 (하원동)
탐라간장게장,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선당포로 10-4
제주오라방,일반음식점,호프/통닭,제주특별자치도 서귀포시 명동로 19-1 (서귀동)
순옥이네,일반음식점,한식,제주특별자치도 서귀포시 성산읍 고성오조로 76
네네치킨화순안덕점,일반음식점,호프/통닭,제주특별자치도 서귀포시 안덕면 일주서로 1449
용길이네국밥집동홍점,일반음식점,기타,제주특별자치도 서귀포시 동홍남로 45 (동홍동)
스테이반하나,일반음식점,기타,"제주특별자치도 서귀포시 남원읍 태신해안로 129, 1층"
푸짐한식당,일반음식점,한식,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 5
신미네,일반음식점,한식,제주특별자치도 서귀포시 동홍동로 44 (동홍동)
(주)씨오르리조트식당,일반음식점,한식,제주특별자치도 서귀포시 이어도로 989 (법환동)
도원올레,일반음식점,한식,제주특별자치도 서귀포시 대정읍 서삼중로 239-4
에스홀덤펍,일반음식점,까페,"제주특별자치도 서귀포시 이중섭로 17, 2층 (서귀동)"
이창명자장면시키신분,일반음식점,중국식,제주특별자치도 서귀포시 대정읍 마라로 48
숯검댕이2호점,일반음식점,한식,제주특별자치도 서귀포시 천지로 6 (서귀동)
맨도롱해장국,일반음식점,한식,제주특별자치도 서귀포시 태평로353번길 11 (서귀동)
더조은치킨코리아점,일반음식점,호프/통닭,제주특별자치도 서귀포시 문부로 12 (동홍동)
운하반점,일반음식점,중국식,제주특별자치도 서귀포시 중앙로72번길 8-1 (서귀동)
금커피별빙수서귀포점,일반음식점,호프/통닭,제주특별자치도 서귀포시 천지로 6 (서귀동)
돌돔이회포장,일반음식점,한식,"제주특별자치도 서귀포시 칠십리로 57, 1층 (서귀동)"
아쿠아비치식당,일반음식점,한식,제주특별자치도 서귀포시 성산읍 일주동로 4258
앙끄레,일반음식점,기타,제주특별자치도 서귀포시 동홍남로 57 (동홍동)
돈이랑,일반음식점,한식,제주특별자치도 서귀포시 일주서로 953 (색달동)
네이비카페엔펍,일반음식점,정종/대포집/소주방,
돈사향서귀포점,일반음식점,한식,"제주특별자치도 서귀포시 천지로 20, 1층 (서귀동)"
곰탕제작소,일반음식점,한식,"제주특별자치도 서귀포시 안덕면 녹차분재로 20, 1층"
인생극장동홍점,일반음식점,한식,"제주특별자치도 서귀포시 동홍중앙로66번길 30-7, 1층 (동홍동)"
참누리소주방,일반음식점,한식,제주특별자치도 서귀포시 동문로 48 (서귀동)
간이역,일반음식점,호프/통닭,제주특별자치도 서귀포시 동문동로 35 (서귀동)
삼수갑산,일반음식점,한식,제주특별자치도 서귀포시 남원읍 중산간동로 7123
산방식당,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모이삼로 62
재클린디저트모슬포점,일반음식점,까페,제주특별자치도 서귀포시 대정읍 최남단해안로 26-1
제주밥상촐레,일반음식점,한식,제주특별자치도 서귀포시 성산읍 신천서로50번길 22-56
피자끝까지,일반음식점,한식,제주특별자치도 서귀포시 중앙로72번길 36 (서귀동)
짜장나라,일반음식점,중국식,제주특별자치도 서귀포시 장수로 1 (동홍동)
유원식당,일반음식점,한식,제주특별자치도 서귀포시 천지로 25 (서귀동)
오아시스,일반음식점,경양식,제주특별자치도 서귀포시 신서귀로 42 (서호동)
남원올레,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태위로679번길 8
한솥도시락제주서귀포점,일반음식점,김밥(도시락),제주특별자치도 서귀포시 중앙로62번길 1 (서귀동)
신산포구수산자연산횟집,일반음식점,일식,제주특별자치도 서귀포시 성산읍 환해장성로111번길 4
제주스럽닭,일반음식점,통닭(치킨),
뮤제빈티지,일반음식점,패스트푸드,제주특별자치도 서귀포시 남원읍 일주동로 7333
장위동유성집중문점,일반음식점,한식,제주특별자치도 서귀포시 중문로 104 (중문동)
명희네,일반음식점,한식,제주특별자치도 서귀포시 표선면 세성로266번길 234
부뚜막식당,일반음식점,한식,제주특별자치도 서귀포시 성산읍 고성오조로 11
델리지아,일반음식점,뷔페식,제주특별자치도 서귀포시 중문관광로 224 (중문동)
사랑하오리,일반음식점,한식,제주특별자치도 서귀포시 천지로 17 (서귀동)
(주)씨오르리조트야외식당,일반음식점,한식,제주특별자치도 서귀포시 이어도로 989 (법환동)
무드우드,일반음식점,경양식,"제주특별자치도 서귀포시 소암로 33, 2층 (서귀동)"
바르다김선생대정영어교육도시점,일반음식점,분식,"제주특별자치도 서귀포시 대정읍 중산간서로 2242, 1층 101,102호"
마약해물파전,일반음식점,한식,제주특별자치도 서귀포시 중정로61번길 14 (서귀동)
셰프와흑돼지,일반음식점,한식,제주특별자치도 서귀포시 안덕면 한창로110번길 62
꿈에본꽃돼지,일반음식점,한식,제주특별자치도 서귀포시 표선면 일주동로6455번길 49-5
포도호텔레스토랑,일반음식점,경양식,제주특별자치도 서귀포시 안덕면 산록남로 863
새섬초밥횟집,일반음식점,한식,제주특별자치도 서귀포시 칠십리로 55 (서귀동)
여기왕언제먹을래?,일반음식점,호프/통닭,"제주특별자치도 서귀포시 대정읍 신영로 121, 2층"
휘닉스블루,일반음식점,기타,"제주특별자치도 서귀포시 성산읍 섭지코지로 107, 1층"
황금부엌 2호점,일반음식점,한식,제주특별자치도 서귀포시 솜반천로14번길 4 (서홍동)
돼지사랑,일반음식점,한식,제주특별자치도 서귀포시 중앙로150번길 74 (동홍동)
마루아라,일반음식점,호프/통닭,제주특별자치도 서귀포시 이중섭로 16 (서귀동)
모구리,일반음식점,식육(숯불구이),
복자씨흑돼지구이,일반음식점,식육(숯불구이),"제주특별자치도 서귀포시 성산읍 해맞이해안로 2764, 2층"
일품순두부,일반음식점,한식,"제주특별자치도 서귀포시 일주동로 8666, 1층 (동홍동)"
성신,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모항구로 22-9
덤장중문점,일반음식점,한식,제주특별자치도 서귀포시 천제연로 17 (색달동)
서귀곳간,일반음식점,분식,제주특별자치도 서귀포시 정방로 9 (서귀동)
황금성,일반음식점,한식,제주특별자치도 서귀포시 표선면 서성일로 95
문치비신관,일반음식점,한식,제주특별자치도 서귀포시 신서로32번길 14 (강정동)
문치비,일반음식점,한식,제주특별자치도 서귀포시 신서로32번길 14 (강정동)
모슬포스마일꽈배기,일반음식점,기타,제주특별자치도 서귀포시 대정읍 하모상가로 40-2
복태네갈치탕,일반음식점,한식,제주특별자치도 서귀포시 대정읍 송악관광로 421
돈고팡산방산점,일반음식점,한식,제주특별자치도 서귀포시 안덕면 산방로 261
돈가스이서,일반음식점,한식,"제주특별자치도 서귀포시 신서로48번길 59, 1층 (서호동)"
