사업장명,업종구분대분류,업종구분소분류,도로명전체주소
하귀정담,일반음식점,한식,"제주특별자치도 제주시 중앙로12길 21, 1층 (삼도이동)"
플레이판포,일반음식점,까페,제주특별자치도 제주시 한경면 일주서로 4533-21
외도골목대장,일반음식점,호프/통닭,제주특별자치도 제주시 우정로13길 14 (외도일동)
오일식당,일반음식점,한식,"제주특별자치도 제주시 오일장서길 26 (도두일동, 제6-11호,제6-12호)"
이화수전통육개장제주한림점,일반음식점,호프/통닭,제주특별자치도 제주시 한림읍 한림상로 127-6
멕시카나앤치킨더홈,일반음식점,통닭(치킨),제주특별자치도 제주시 매촌1길 18 (도련이동)
이가네일품해장국이도점,일반음식점,한식,제주특별자치도 제주시 신설로9길 40 (이도이동)
일로와바,일반음식점,호프/통닭,"제주특별자치도 제주시 광양8길 12, 3층 (이도이동)"
루스트플레이스아이파크점,일반음식점,경양식,"제주특별자치도 제주시 노형8길 9, 2~3층 (노형동)"
쁠리,일반음식점,호프/통닭,제주특별자치도 제주시 국기로3길 5-10 (연동)
연대옥,일반음식점,횟집,"제주특별자치도 제주시 연대마을길 11-4, 1층 (외도이동)"
위더스푸드,일반음식점,식육(숯불구이),제주특별자치도 제주시 신산로 54 (일도이동)
하나로,일반음식점,한식,"제주특별자치도 제주시 임항로 70, 건양빌딩 1층 (건입동)"
언더바,일반음식점,까페,"제주특별자치도 제주시 연수로3길 4, 지하1층 (일도이동)"
황금족발,일반음식점,통닭(치킨),"제주특별자치도 제주시 원당로 39-1, 1층 (삼양일동)"
큰나무집,일반음식점,한식,제주특별자치도 제주시 용담로 98-18 (용담이동)
오양손칼국수,일반음식점,한식,제주특별자치도 제주시 공설로9길 1 (오라일동)
이화닭발1979,일반음식점,한식,제주특별자치도 제주시 신대로14길 42 (연동)
추자도산꼼장어메추리구이,일반음식점,분식,제주특별자치도 제주시 신성로 85 (도남동)
이만갑,일반음식점,한식,제주특별자치도 제주시 남광로2길 43-4 (이도이동)
한잔의추억,일반음식점,한식,"제주특별자치도 제주시 남성로 40, 1층 (용담일동)"
동문올레횟집,일반음식점,횟집,제주특별자치도 제주시 관덕로14길 10 (이도일동)
고스트타운,일반음식점,뷔페식,제주특별자치도 제주시 애월읍 부룡수길 35-14
헛간더반스위트,일반음식점,호프/통닭,"제주특별자치도 제주시 구좌읍 덕평로 9-8, 1층"
시니어손맛아리랑,일반음식점,한식,제주특별자치도 제주시 동광로2길 7 (이도이동)
세화오리촌,일반음식점,식육(숯불구이),제주특별자치도 제주시 구좌읍 세화1길 29
동해,일반음식점,한식,제주특별자치도 제주시 조천읍 신북로 486
신엄감자탕,일반음식점,중국식,"제주특별자치도 제주시 애월읍 신엄9길 3, 1층"
파티오,일반음식점,뷔페식,"제주특별자치도 제주시 도령로 27, 201호 (노형동)"
주도스커피,일반음식점,기타,"제주특별자치도 제주시 도령로 192, 1층 (연동)"
평대앓이,일반음식점,경양식,"제주특별자치도 제주시 구좌읍 비자림로 2718-3, 1층"
호식이두마리치킨애월읍내점,일반음식점,호프/통닭,"제주특별자치도 제주시 애월읍 애월로11길 11, 1층"
웬에버,일반음식점,경양식,"제주특별자치도 제주시 신성로 111, 3층 (이도이동)"
브릭스제주,일반음식점,기타,"제주특별자치도 제주시 구좌읍 김녕로2길 6, 1층"
펄펄낙지,일반음식점,한식,"제주특별자치도 제주시 인다5길 12-21, 1층 (아라일동, 행복한집17)"
노형순창,일반음식점,식육(숯불구이),제주특별자치도 제주시 진군3길 1 (노형동)
밀방아식당,일반음식점,한식,"제주특별자치도 제주시 중앙로22길 4, 1층 (삼도이동)"
(주)제주복돈,일반음식점,식육(숯불구이),"제주특별자치도 제주시 1100로 3164, 2층 (노형동)"
함덕뚝배기,일반음식점,한식,제주특별자치도 제주시 조천읍 조함해안로 538
신가네야식,일반음식점,한식,"제주특별자치도 제주시 고전길 2-6, 1층 (이도일동)"
맥주한잔,일반음식점,호프/통닭,"제주특별자치도 제주시 서사로 165, 1층 (오라일동)"
(주)호텔샬롬레스토랑,일반음식점,뷔페식,"제주특별자치도 제주시 동광로 34, 1~2층 (이도이동)"
표고향,일반음식점,한식,제주특별자치도 제주시 조천읍 미래로 179
해녀할망국수,일반음식점,횟집,"제주특별자치도 제주시 탑동로 31-1 (삼도이동, 제2호)"
김서방재첩해장국,일반음식점,한식,제주특별자치도 제주시 원노형6길 27 (노형동)
레이크휴게소,일반음식점,한식,제주특별자치도 제주시 애월읍 평화로 1738-116
엘리시안 레스토랑,일반음식점,경양식,제주특별자치도 제주시 애월읍 평화로 1738-116
스타트휴게소,일반음식점,한식,제주특별자치도 제주시 애월읍 평화로 1738-116
파인휴게소,일반음식점,한식,제주특별자치도 제주시 애월읍 평화로 1738-116
캄포휴게소,일반음식점,한식,제주특별자치도 제주시 애월읍 평화로 1738-116
곱창이야기일도점,일반음식점,호프/통닭,제주특별자치도 제주시 연삼로 529 (일도이동)
텍시아,일반음식점,한식,"제주특별자치도 제주시 구좌읍 평대2길 39-28, 1층"
달콤한가,일반음식점,한식,"제주특별자치도 제주시 애월읍 고내로9길 27, 1층"
아빠가밀면손칼국수,일반음식점,한식,"제주특별자치도 제주시 애월읍 장전로 63, 다동 1층"
바르다김선생삼화점,일반음식점,한식,"제주특별자치도 제주시 건주로 37, 1층 (도련일동)"
슈이치쿠시,일반음식점,분식,"제주특별자치도 제주시 화삼로 19, 1층 (화북일동)"
장산갈비,일반음식점,식육(숯불구이),"제주특별자치도 제주시 고마로17길 11, 2층 201~207,209~211,214~221호 (일도이동)"
이모네막창,일반음식점,한식,제주특별자치도 제주시 용화로 59 (용담이동)
오로라구내,일반음식점,한식,제주특별자치도 제주시 논세길 51 (내도동)
고산별이아름답다,일반음식점,까페,제주특별자치도 제주시 한경면 고산로 36
문희영해물아구찜,일반음식점,탕류(보신용),"제주특별자치도 제주시 구남로8길 43, 1층 (이도이동)"
올레예촌국수,일반음식점,한식,"제주특별자치도 제주시 가령로 46, 101호 (이도이동, 대유맨션)"
무이,일반음식점,까페,"제주특별자치도 제주시 애월읍 엄수로 148, 제1동 1층"
배셰프,일반음식점,한식,"제주특별자치도 제주시 구산로 3, 2층 (아라일동)"
담뽀뽀,일반음식점,식육(숯불구이),제주특별자치도 제주시 남광북1길 31 (이도이동)
스쿨아이,일반음식점,분식,제주특별자치도 제주시 구남로2길 12 (이도이동)
응다팔아2023,일반음식점,분식,"제주특별자치도 제주시 동문로 55, 1층 (건입동)"
카페쏘해피,일반음식점,기타,"제주특별자치도 제주시 서광로13길 32, 1층 (삼도일동)"
확끌리네,일반음식점,중국식,"제주특별자치도 제주시 도남로15길 18, 104호 (도남동,고덕쉐르빌)"
목포세발낙지,일반음식점,한식,제주특별자치도 제주시 중앙로 21-1 (건입동)
진고등어쌈밥,일반음식점,횟집,제주특별자치도 제주시 서해안로 348 (도두이동)
삼번지,일반음식점,횟집,"제주특별자치도 제주시 서해안로 350 (도두이동,(서해안로347))"
짜리몽땅,일반음식점,호프/통닭,제주특별자치도 제주시 서광로 240 (삼도일동)
연동냉삼겹살,일반음식점,한식,"제주특별자치도 제주시 삼무로 11-1, 1층 (연동)"
호맥,일반음식점,호프/통닭,제주특별자치도 제주시 은남3길 34 (연동)
예림양꼬치제주본점,일반음식점,한식,제주특별자치도 제주시 신대로14길 49 (연동)
해락원2호점,일반음식점,한식,제주특별자치도 제주시 중앙로24길 5 (삼도이동)
서울뚝배기,일반음식점,한식,제주특별자치도 제주시 아연로 10 (연동)
추억의쉘부르,일반음식점,까페,"제주특별자치도 제주시 연북로 74 (연동,세화빌딩2층 201호(연북로 74))"
황금숯불닭갈비,일반음식점,기타,제주특별자치도 제주시 월랑로10길 25 (노형동)
다노시,일반음식점,호프/통닭,"제주특별자치도 제주시 수덕7길 43, 102호 (노형동)"
만리장성,일반음식점,한식,"제주특별자치도 제주시 신대로20길 56 (연동,(사장4로86))"
배달삼겹당근돼지,일반음식점,식육(숯불구이),제주특별자치도 제주시 월랑로6길 42 (노형동)
금요일의아침조금,일반음식점,경양식,"제주특별자치도 제주시 가령골1길 12, 1층 (이도이동)"
르카페하도,일반음식점,한식,"제주특별자치도 제주시 구좌읍 해맞이해안로 2030-8, 에이동 1층"
애월바당국수,일반음식점,한식,"제주특별자치도 제주시 애월읍 애월해안로 34, 1층"
훈이네찌개,일반음식점,한식,"제주특별자치도 제주시 광양8길 11, 1층 (이도이동)"
달식당,일반음식점,한식,"제주특별자치도 제주시 구좌읍 종달논길 61-7, 3동 1층"
중국성,일반음식점,한식,"제주특별자치도 제주시 서광로11길 36, 1층 (삼도일동)"
제주진미국수,일반음식점,한식,"제주특별자치도 제주시 지석12길 14, 1층 (삼양이동)"
우도해장국밥,일반음식점,한식,제주특별자치도 제주시 우도면 우도로 183
수필하우스,일반음식점,한식,제주특별자치도 제주시 구좌읍 종달논길 50-1
마라톤,일반음식점,한식,"제주특별자치도 제주시 서광로2길 15, 1층 (오라일동)"
그마니네,일반음식점,한식,제주특별자치도 제주시 애월읍 일주서로 7219
거기가게,일반음식점,한식,제주특별자치도 제주시 우도면 우도로 148
스시고,일반음식점,경양식,"제주특별자치도 제주시 신설로11길 7, 102호 (아라이동)"
전국식당,일반음식점,한식,"제주특별자치도 제주시 오일장서길 26 (도두일동, 제주시민속오일시장 제6-37호, 제6-38호)"
오일장미옥이네,일반음식점,호프/통닭,제주특별자치도 제주시 월랑로4길 35 (노형동)
송죽원,일반음식점,한식,"제주특별자치도 제주시 간월동로5길 15 (이도이동,(간드락길 145)외 2필지)"
인화골,일반음식점,한식,"제주특별자치도 제주시 신산로15길 48 (일도이동,(인화초등길 92))"
구구단,일반음식점,까페,제주특별자치도 제주시 국기로3길 6 (연동)
솔밭정,일반음식점,한식,제주특별자치도 제주시 원노형4길 17 (노형동)
야우,일반음식점,한식,제주특별자치도 제주시 제원길 8 (연동)
왕부뚜막,일반음식점,식육(숯불구이),"제주특별자치도 제주시 오복4길 9 (이도이동,2호(교육박물관로13))"
대호해물가든,일반음식점,한식,"제주특별자치도 제주시 애월읍 항몽로 134, 1~2층"
밥찾아삼만리,일반음식점,한식,"제주특별자치도 제주시 한림읍 한림로 657, 1층"
들뫼식당,일반음식점,한식,"제주특별자치도 제주시 조천읍 중산간동로 782, 1층 104호"
돈피치,일반음식점,한식,"제주특별자치도 제주시 도공로 25-1, 102호 (도두일동)"
돈올레휴게소,일반음식점,기타,"제주특별자치도 제주시 우도면 우도로 315, 1층"
피플,일반음식점,기타,"제주특별자치도 제주시 조천읍 신촌북3길 58, 1층"
마실가는길,일반음식점,한식,"제주특별자치도 제주시 인다1길 20, 103~104호 (아라일동, 아라아이파크)"
서부회센타,일반음식점,기타,"제주특별자치도 제주시 논세길 46, 1층 (내도동)"
디트,일반음식점,기타,"제주특별자치도 제주시 서광로28길 54, 1층 (도남동)"
솔정국수,일반음식점,한식,"제주특별자치도 제주시 구좌읍 평대2길 29, 2층"
시카고앤비비큐외도점,일반음식점,까페,"제주특별자치도 제주시 일주서로 7378 (외도이동,(연도로631))"
보람순대국밥,일반음식점,한식,제주특별자치도 제주시 한림읍 한림북동길 17
아마츄어,일반음식점,호프/통닭,제주특별자치도 제주시 연삼로 436 (이도이동)
혜수의밥상,일반음식점,한식,제주특별자치도 제주시 서사로 77 (삼도이동)
아라옥,일반음식점,한식,"제주특별자치도 제주시 구산동길 11-8, 1층 (아라일동)"
대기야놀자,일반음식점,한식,제주특별자치도 제주시 번영로 478-1 (봉개동)
꽃마름제주이도점,일반음식점,식육(숯불구이),"제주특별자치도 제주시 승천로 73, 3층 (아라이동)"
